"Nama","Alamat","No. Telp","Website","Jenis Entitas","Jenis Kegiatan","Tgl Input","Keterangan"
"Abadi Dana - Layanan","https://play.google.com/store/apps/details?id=com.abadi.abadidana","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Abadi Dana - Pinjaman","https://play.google.com/store/apps/details?id=com.abadidana.abadidana_pinjaman","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Abadi Dana - Pinjaman Uang","https://play.google.com/store/apps/details?id=com.abadidana.cs","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Abadi Dana - Pinjaman Uang","https://play.google.com/store/apps/details?id=com.abadidana.pinjamanuang","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Ada Tunai-Pinjaman Online","https://play.google.com/store/apps/details?id=com.adatunai.pinjaman.online","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","04/01/2024","SP 11/STPASTI/XII/2023"
"Tunai Sayang - Cepat Uang Tips","https://play.google.com/store/apps/details?id=com.alshoddev.aiwallet","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"Aman Pinjam - Solusi Pinjaman","https://play.google.com/store/apps/details?id=com.aman.pinjam.uang.money&hl=en-ID","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Aman Rupiah-Pinjaman Online","https://play.google.com/store/apps/details?id=com.aman.rupiah.pinjol","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Aman Cepat - Dompet","https://play.google.com/store/apps/details?id=com.amancepat.dols","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/02/2025","SP 1/STPASTI/I/2025"
"Super Cash - Aman Duit Cs","https://play.google.com/store/apps/details?id=com.app.mysupercash","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/11/2023","SP 08/STPASTI/XI/2023"
"Dana Pay - Cs","https://play.google.com/store/apps/details?id=com.ash.danapascs","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Cair Kilat - Pinjaman Onlinen","https://play.google.com/store/apps/details?id=com.berkatmacak.cairkilat","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Dana Pay - Layanan","https://play.google.com/store/apps/details?id=com.books.com.danapay.danapay","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Cash Aman","https://play.google.com/store/apps/details?id=com.cash.aman.rupiah.bijak","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Pinjam 24 jam Cukup KTP Tips","https://play.google.com/store/apps/details?id=com.cashmodal.cairuangceppattips","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"Pinjam Dana Cukup KTP Guide","https://play.google.com/store/apps/details?id=com.cepatmulus.cukupktpsaja","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"Pinjam Dana Cukup KTP Guide","https://play.google.com/store/apps/details?id=com.cepatmulus.cukupktpsaja","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"Daget - Kuis Link Dana Kaget","https://play.google.com/store/apps/details?id=com.daget.app","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","02/01/2024","SP 11/STPASTI/XII/2023"
"Dana Baguslah – Murni Online","https://play.google.com/store/apps/details?id=com.dana.baguslah","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/07/2023","Pinjaman Online Ilegal"
"Dana Pay","https://play.google.com/store/apps/details?id=com.dana.dana.pay","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/07/2023","Pinjaman Online Ilegal"
"Dana Go–Kredit Cepat","https://play.google.com/store/apps/details?id=com.dana.money.kta.danago","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","02/01/2024","SP11/STPASTI/XII/2023"
"Dana Cepat-Pinjaman Online","https://play.google.com/store/apps/details?id=com.dana.pinjaman.online.easycash","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"DanaYes","https://play.google.com/store/apps/details?id=com.dana.wxl428","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"DanaCepat - Pinjaman Uang","https://play.google.com/store/apps/details?id=com.danacepat.dana","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/08/2023","SP-04/STPAKI/VIII/2023"
"Dana Cepat - Pinjaman Online","https://play.google.com/store/apps/details?id=com.danacepat.pinjamanonline","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/08/2023","SP-04/STPAKI/VIII/2023"
"Dana Cepat Pinjaman-Uang","https://play.google.com/store/apps/details?id=com.danacepat.pusatbantuan","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"DanaMu - Pinjaman Online Guide","https://play.google.com/store/apps/details?id=com.danamupinjamanonlineguide.gb","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/11/2023","SP 08/STPASTI/XI/2023"
"Dana Pay - Cs","https://play.google.com/store/apps/details?id=com.danapay.pusatbantuan","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Dana Kelinci-Selamat Cash","https://play.google.com/store/apps/details?id=com.dddana.kelinci&pcampaignid","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"Dana Darurat - Kredit Tunai","https://play.google.com/store/apps/details?id=com.ddras.anad","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"Dana Mudah-Super Cash","https://play.google.com/store/apps/details?id=com.dmji.niere","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","02/01/2024","SP 11/STPASTI/XII/2023"
"DuitKu-Pinjaman Online","https://play.google.com/store/apps/details?id=com.duitku.cash.ku.duit","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","02/01/2024","SP 11/STPASTI/XII/2023"
"Duit Sayang-Kredit Uang Kilat","https://play.google.com/store/apps/details?id=com.duitsayang","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/11/2023","SP 08/STPASTI/XI/2023"
"Duit Sayang-Kredit Uang Kilat","https://play.google.com/store/apps/details?id=com.duitsayang","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/09/2023","SP 08/STPASTI/XI/2023"
"DanaMudah - Pinjol Mudah Guide","https://play.google.com/store/apps/details?id=com.easy.loan.danamudah","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/11/2023","SP 08/STPASTI/XI/2023"
"Pinjaman Dana Mudah Cair Tip","https://play.google.com/store/apps/details?id=com.freebekidgames.pjinfinitemaskspeed","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"Dana Mudah-Super Cash Helper","https://play.google.com/store/apps/details?id=com.fx.danamudahelper","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/11/2023","SP 08/STPASTI/XI/2023"
"Finmas Pinjaman Hints","https://play.google.com/store/apps/details?id=com.fx.kantongkuhelper","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"Uang Runtuh Pinjaman Helper","https://play.google.com/store/apps/details?id=com.fx.uangruntuhhelper","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/09/2023","SP 08/STPASTI/XI/2023"
"Star Kredit - Pinjama Cepat","https://play.google.com/store/apps/details?id=com.goodluck.anam.kt","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"HappyDana - Dana Cepat","https://play.google.com/store/apps/details?id=com.happydana.real","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/08/2023","SP-04/STPAKI/VIII/2023"
"Terus Dana-Langgeng Cash","https://play.google.com/store/apps/details?id=com.hd.duit.helloduit","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","03/01/2024","SP11/STPASTI/XII/2023"
"Dana Mudah - Pinjaman Online","https://play.google.com/store/apps/details?id=com.huxs.danamudah","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/08/2023","SP-04/STPAKI/VIII/2023"
"Danamu Pinjaman Online Advice","https://play.google.com/store/apps/details?id=com.intidanamulia.xopo","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/11/2023","SP 08/STPASTI/XI/2023"
"Cash Dana - Pinjaman Tunai","https://play.google.com/store/apps/details?id=com.keuangandigitalabadi.cashdana_pinjamantunai","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Dana Cepat - Pinjaman Kredit","https://play.google.com/store/apps/details?id=com.keuangandigitalabadi.danacepat_pinjamankredit","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Dompet Kaya - Pinjaman Online","https://play.google.com/store/apps/details?id=com.keuangandigitalabadi.dompetkaya2","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Kredit Bijak Layanan-Pinjaman","https://play.google.com/store/apps/details?id=com.keuangandigitalabadi.kreditbijaklayanan_pinjaman","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Money Kilat Layanan – Pinjaman","https://play.google.com/store/apps/details?id=com.keuangandigitalabadi.moneykilatlayanan_pinjaman","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Pinjaman Dana -Pinjaman Online","https://play.google.com/store/apps/details?id=com.keuangandigitalabadi.pinjamandana_pinjamanonline","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Tunai Kilat – Pinjaman Cash","https://play.google.com/store/apps/details?id=com.keuangandigitalabadi.tunaikilat","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/07/2023","Pinjaman Online Ilegal"
"Kredit Good – Pinjaman Online","https://play.google.com/store/apps/details?id=com.kredit.good","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","04/08/2023","SP-04/STPAKI/VIII/2023"
"Kredit Yuk – Solusi Pinjaman","https://play.google.com/store/apps/details?id=com.kredit.yuk.pinjaman.kredit","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","02/01/2024","SP 11/STPASTI/XII/2023"
"Mudah Dompet – Dana Online","https://play.google.com/store/apps/details?id=com.kspindonesia.mudahdompet","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/07/2023","Pinjaman Online Ilegal"
"KTA Mudah","https://play.google.com/store/apps/details?id=com.kta.udah.dupfo.ktamudah","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"KTA Mudah","https://play.google.com/store/apps/details?id=com.kta.udah.dupfo.ktamudah","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"KTA Pintar–Cash Pro","https://play.google.com/store/apps/details?id=com.ktapintar.kta.pintar.loan","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","02/01/2024","SP11/STPASTI/XII/2023"
"Kredit Kilat - Kredit Uang","https://play.google.com/store/apps/details?id=com.kuert.tarna","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"Kredit Kilat - Kredit Uang","https://play.google.com/store/apps/details?id=com.kuert.tarna","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"Pinjaman Kilat Dana Cepat Hint","https://play.google.com/store/apps/details?id=com.kyc.pinetwork.nitipmamad.first.azlande v","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"Klik Kredit Pinjaman Clue","https://play.google.com/store/apps/details?id=com.lavender.credit.chokoojourney","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Pinjam Duit - Cepat Cair Guide","https://play.google.com/store/apps/details?id=com.lightappstudio.pinjamduit","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/11/2023","SP 08/STPASTI/XI/2023"
"Pinjaman Kilat Tunai Guia","https://play.google.com/store/apps/details?id=com.lunanfin.pinjamankilat","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"Pinjam Duit KTA Cepat Guia","https://play.google.com/store/apps/details?id=com.lunanfin.pinjamduit","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/11/2023","SP 08/STPASTI/XI/2023"
"Mini Cash - Pinjam cepat","https://play.google.com/store/apps/details?id=com.minicredit.cas","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","16/02/2024","SP 01/STPASTI/II/2024"
"Murni Pinjaman-Credito Pinjol","https://play.google.com/store/apps/details?id=com.murni.pinjaman.credito","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"Abadi Dana – Pinjam Bantuan","https://play.google.com/store/apps/details?id=com.myabadidanadompetbantuan.abadidanadompetbantuan","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/07/2023","Pinjaman Online Ilegal"
"Abadi Dana – Pinjam Online","https://play.google.com/store/apps/details?id=com.myabadidanainadompet135.abadidanadompet135","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/07/2023","Pinjaman Online Ilegal"
"KTA Mudah -","https://play.google.com/store/apps/details?id=com.mybiolink1893.biolink1893","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Dana - Pay","https://play.google.com/store/apps/details?id=com.mydanapay181.danapay181","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Dana Baguslah Murni - online","https://play.google.com/store/apps/details?id=com.mykamikaspinjamdanaonline.kamikaspinjamdanaonline","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Rupiah Cash - Pro","https://play.google.com/store/apps/details?id=com.mykreditberlian.kreditberlian","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Mudah Cair KTA - Pinjaman","https://play.google.com/store/apps/details?id=com.mykreditbijakrupiahkilat.kreditbijakrupiahkilat","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Kredit Good - Pinjaman online","https://play.google.com/store/apps/details?id=com.mykreditgood.kreditgood","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"DanaCepat Pinjaman - Uang","https://play.google.com/store/apps/details?id=com.mykreditrupiahpinjamdana.kreditrupiahpinjamdana","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Money Kilat - mudah dan nyaman","https://play.google.com/store/apps/details?id=com.mymoneykilatmudahdannyaman.moneykilatmudahdannyaman","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Pinjaman Amanah Kredit-Online","https://play.google.com/store/apps/details?id=com.mymudahdompetpinjamanonline.mudahdompetpinjamanonline","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Petir Uang - Pinjam bantuan","https://play.google.com/store/apps/details?id=com.mypetiruangpinjamuang.petiruangpinjamuang","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Pinjaman Online Kilat - Mudah","https://play.google.com/store/apps/details?id=com.mypinjamankilattunaimudah.pinjamankilattunaimudah","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Aman Pinjaman - Solusi Pinjam","https://play.google.com/store/apps/details?id=com.mysupercashamanduit.supercashamanduit","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Super Cash - Aman Duit Pinjam","https://play.google.com/store/apps/details?id=com.mysupercashamanduit150.supercashamanduit150","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Tunai Kilat – Selamat Bantuan","https://play.google.com/store/apps/details?id=com.mytunaikilatselamatcash.tunaikilatselamatcash","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/07/2023","Pinjaman Online Ilegal"
"Pinjaman Dana Cicil Bantuan","https://play.google.com/store/apps/details?id=com.natural.pinjaman.chokoojourney","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"DanaMu Pinjaman Online - Info","https://play.google.com/store/apps/details?id=com.newandromo.dev1197175.app2792198","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"KreditPro Pinjaman Online Tips","https://play.google.com/store/apps/details?id=com.newandromo.dev1197175.app2792206","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Kredit Eksklusif Pinjaman Clue","https://play.google.com/store/apps/details?id=com.newandromo.dev1197175.app2792227","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Uang Hoki Pinjaman Online Tips","https://play.google.com/store/apps/details?id=com.newandromo.dev1197175.app2792229","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Duit Pintar Pinjaman Cair Hint","https://play.google.com/store/apps/details?id=com.newandromo.dev1197175.app2792239","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Dana Kilat Pinjaman Online Tip","https://play.google.com/store/apps/details?id=com.newandromo.dev1197175.app2792242","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Kreditin Pinjaman Online Clue","https://play.google.com/store/apps/details?id=com.newandromo.dev1197175.app2792249","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Teman Prima Pinjaman Dana Clue","https://play.google.com/store/apps/details?id=com.newandromo.dev1197175.app2792272","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"Rupiah Plus Pinjaman Dana Tips","https://play.google.com/store/apps/details?id=com.newandromo.dev1197175.app2792276","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Gogo Uang Pinjaman Online Clue","https://play.google.com/store/apps/details?id=com.newandromo.dev1197175.app2792298","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
"Dana Impian Pinjaman - Tips","https://play.google.com/store/apps/details?id=com.newandromo.dev1197175.app2792318","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2023","SP-07/STPAKI/IX/2023"
